Code,Name,Status,PSABDescription,ParentCategoryName,ParentCategoryDescription,ChartType,FundType,ParentFundCode,ParentType,IsGrant,GrantName,SummaryLine,IsBudgetable,ActualsPostable,IsReimbursable,RequiresApprovals,SupportsAssessedValuations,RevObjectCurrYear,RevObjectPriorYear,RequiresProjectNumber,UsesDependentCharterXfer,PEDZeroOut,NotInUse
28202,Rez for your Life Indian Affairs,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
28203,GRADS Plus,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
28204,NM Env Dept - CPB,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
28205,NM Dept. of Agriculture,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
28206,CYFD Mental Health,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
28207,ECECD - CARES Act,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
28208,ECECD Direct,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
28209,NM Env Dept - Volkswagen Mitigation Trust,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
28210,NM Econ Dev Dept,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
28211,NM Schools Covid-19 Testing Program DOH,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,28000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
